Date,Company,Open,High,Low,Close,Volume
2023-02-06,AutoDrive,70.81,72.19,69.36,69.74,1967293
2023-02-07,AutoDrive,78.01,79.21,75.13,76.06,1565406
2023-02-08,AutoDrive,73.84,75.36,73.52,73.9,4176169
2023-02-09,AutoDrive,70.73,72.08,69.55,71.28,3124189
2023-02-10,AutoDrive,73.16,74.26,70.61,72.97,2119609
2023-02-13,AutoDrive,72.35,74.0,71.2,73.4,611467
2023-02-14,AutoDrive,72.95,76.49,70.08,74.36,3098340
2023-02-15,AutoDrive,68.42,69.63,67.97,69.51,4211646
2023-02-16,AutoDrive,69.3,72.93,67.1,70.99,4452810
2023-02-17,AutoDrive,74.04,76.94,72.76,75.76,2625362
2023-02-20,AutoDrive,78.01,78.85,75.72,77.92,3674318
2023-02-21,AutoDrive,79.68,81.62,76.54,77.68,761814
2023-02-22,AutoDrive,75.83,76.91,73.76,76.45,428798
2023-02-23,AutoDrive,81.18,82.62,79.02,80.45,3370019
2023-02-24,AutoDrive,82.12,84.23,77.92,80.76,999017
2023-02-27,AutoDrive,85.66,89.41,83.13,87.31,2947368
2023-02-28,AutoDrive,88.19,91.17,87.1,90.05,3002136
2023-03-01,AutoDrive,84.97,85.98,82.14,84.79,2782156
2023-03-02,AutoDrive,86.15,88.98,85.37,86.36,989055
2023-03-03,AutoDrive,88.89,89.67,87.78,88.46,2467690
2023-03-06,AutoDrive,93.28,96.38,90.69,93.79,4808687
2023-03-07,AutoDrive,96.9,97.67,96.09,96.29,3118030
2023-03-08,AutoDrive,95.41,97.77,93.16,94.74,2499040
2023-03-09,AutoDrive,91.79,96.2,89.82,93.37,3256271
2023-03-10,AutoDrive,94.34,96.94,92.55,94.47,4499960
2023-03-13,AutoDrive,94.65,98.1,92.21,95.5,4890618
2023-03-14,AutoDrive,96.64,97.42,93.5,95.73,2647589
2023-03-15,AutoDrive,88.33,90.36,86.79,89.2,1835808
2023-03-16,AutoDrive,90.2,91.71,88.05,88.97,858611
2023-03-17,AutoDrive,89.11,91.05,88.41,89.68,1068271
2023-03-20,AutoDrive,88.25,90.66,88.01,89.21,3732727
2023-03-21,AutoDrive,90.09,91.29,87.61,89.35,845509
2023-03-22,AutoDrive,90.04,92.01,87.78,89.09,2532966
2023-03-23,AutoDrive,86.94,89.02,83.89,86.6,4698107
2023-03-24,AutoDrive,90.49,90.61,89.1,89.72,423640
2023-03-27,AutoDrive,90.35,92.64,88.83,90.02,3682184
2023-03-28,AutoDrive,93.68,95.81,92.16,92.76,4078611
2023-03-29,AutoDrive,95.26,97.55,90.82,93.33,2881496
2023-03-30,AutoDrive,93.02,94.99,90.64,92.47,4185217
2023-03-31,AutoDrive,92.86,95.45,92.08,92.33,2774925
2023-04-03,AutoDrive,90.67,92.72,87.82,89.14,384426
2023-04-04,AutoDrive,91.61,94.33,87.86,90.69,1450088
2023-04-05,AutoDrive,85.4,88.48,84.43,87.08,3662239
2023-04-06,AutoDrive,87.19,87.95,85.04,86.96,1615379
2023-04-07,AutoDrive,78.96,82.33,76.96,80.21,1718953
2023-04-10,AutoDrive,82.26,84.38,81.03,81.98,1801251
2023-04-11,AutoDrive,81.6,83.63,81.08,82.17,2180205
2023-04-12,AutoDrive,77.29,80.22,75.08,78.62,4274080
2023-04-13,AutoDrive,76.06,77.07,73.54,76.86,515086
2023-04-14,AutoDrive,73.39,75.73,71.48,73.83,2046259
2023-04-17,AutoDrive,70.84,72.49,67.37,70.04,4252322
2023-04-18,AutoDrive,71.86,73.07,67.51,70.48,4102842
2023-04-19,AutoDrive,73.25,74.91,71.32,72.03,2920839
2023-04-20,AutoDrive,74.34,76.3,71.37,72.91,689714
2023-04-21,AutoDrive,75.28,78.59,74.52,76.9,1365427
2023-04-24,AutoDrive,80.31,81.34,79.32,79.65,2644944
2023-04-25,AutoDrive,78.82,82.74,78.42,79.78,4279556
2023-04-26,AutoDrive,81.6,82.39,78.96,81.22,283176
2023-04-27,AutoDrive,76.8,79.06,74.55,78.55,4930236
2023-04-28,AutoDrive,77.58,81.83,76.03,79.05,1702574
2023-05-01,AutoDrive,76.32,77.99,76.11,76.11,4289514
2023-05-02,AutoDrive,72.97,76.36,72.23,73.38,3804351
2023-05-03,AutoDrive,73.76,76.86,73.75,75.46,2007584
2023-05-04,AutoDrive,77.85,80.78,76.47,77.17,999006
2023-05-05,AutoDrive,76.09,78.63,75.68,76.3,2128945
2023-05-08,AutoDrive,75.96,76.75,74.39,75.54,557460
2023-05-09,AutoDrive,74.71,77.71,74.54,74.57,415267
2023-05-10,AutoDrive,77.92,78.05,77.58,77.74,3767774
2023-05-11,AutoDrive,76.06,77.7,75.3,75.67,1417511
2023-05-12,AutoDrive,81.3,83.23,79.95,81.96,3959761
2023-05-15,AutoDrive,85.88,86.09,81.87,84.5,3757615
2023-05-16,AutoDrive,86.2,87.96,83.37,86.01,919944
2023-05-17,AutoDrive,84.43,86.86,82.35,86.24,1641077
2023-05-18,AutoDrive,88.79,90.8,85.65,88.02,4553526
2023-05-19,AutoDrive,83.19,85.55,82.29,84.77,2323341
